orden,DELITO,ART. CP,TIPO DE PENA,AÑOS PENA,VALORACIÓN ASIGNADA
205,Delitos previstos por Leyes Especiales y Decretos Ley - Ley 14.346 Malos tratos y actos de crueldad a los animales,1,Prisión,15d - 1a,30
213,Delitos previstos por Leyes Especiales y Decretos Ley - Ley N° 24.270 Impedimento u obstrucción de contacto de menores de edad con sus padres no convivientes,1,Prisión,1m - 1a,30
228,Delitos previstos por Leyes Especiales y Decretos Ley - Ley Nº 22.421 de Fauna Silvestre,24,Prisión,1m - 1a,30
243,"Delitos contra las personas (dolosos) - Aborto de la mujer, propio o consentido",85,Prisión,3m - 1a,30
268,Delitos contra la libertad - Publicación indebida de correspondencia,153 3er párrafo,Prisión,1m - 1a,30
318,Delitos contra la propiedad - Colusión,art. 180,Prisión,1m - 1a,30
321,Delitos contra la propiedad - Usurpación de aguas - Sustracción de aguas,art. 182 inc. 1,Prisión,15d - 1a,30
322,Delitos contra la propiedad - Usurpación de aguas - Estorbo en la utilización de aguas,art. 182 inc. 2,Prisión,15d - 1a,30
323,Delitos contra la propiedad - Usurpación de aguas - Interrupción de las aguas,art. 182 inc. 3,Prisión,15d - 1a,30
324,Delitos contra la propiedad - Daños,art. 183,Prisión,15d - 1a,30
339,Delitos contra la seguridad pública - Arrojamiento de cuerpos contundentes contra un tren,art. 193,Prisión,1m - 1a,30
341,Delitos contra la seguridad pública - Abandono de servico de transporte,art. 195,Prisión,1m - 1a,30
357,Delitos contra la seguridad pública - Ejercicio ilegal de la medicina - Curanderismo,208 inc 1,Prisión,15d - 1a,30
358,Delitos contra la seguridad pública - Ejercicio ilegal de la medicina - Charlatanismo o abuso de título legítimo,208 inc 2,Prisión,15d - 1a,30
359,Delitos contra la seguridad pública - Ejercicio ilegal de la medicina - Ejercicio ilegal de la medicina por préstamo de nombre,208 inc 3,Prisión,15d - 1a,30
373,Delitos contra la seguridad de la Nación - Reproducciones prohibidas e intrusión,223,Prisión e inhabilitación,1m - 1a,30
378,Delitos previstos por Leyes Especiales y Decretos Ley - Ley Nº 22.362 de Marcas y designaciones,Ley Nº 22.362 Art. 31,Prisión,3m - 2a,30
379,Delitos contra las personas (dolosos) - Lesiones,89,Prisión,1m - 1a,30
401,Delitos previstos por Leyes Especiales y Decretos Ley - Ley Nº 12962 de Prenda con Registro,45,Prisión,15d - 1a,30
432,Delitos contra la administración pública - Resistencia o desobediencia a un funcionario público,239,Prisión,15d - 1a,30
449,Delitos contra el honor - Publicación o reproducción de injurias o calumnias - Insertar datos falsos en un archivo de datos personales,157 bis inc 3,Prisión,1m - 2a,30
455,Delitos contra la libertad - Revelación de datos personales,157 bis inc 2,Prisión,1m - 2a,30
475,"Delitos previstos por Leyes Especiales y Decretos Ley - Ley Nº 26052, modifica Ley Nº 23737",art. 5,Prisión,6m - 3a,30
614,Delitos previstos por Leyes de Estupefacientes - Ley N° 23.737 Párrafo 1 - Tenencia de estupefacientes,art. 14,Prisión,1m - 2a,30
622,Delitos contra la administración pública - Omisión o falsificación de declaraciones juradas patrimoniales,"CP, Art. 268 (3), pár. 3.","prisión, inhabilitación especial perpetua",15d - 2a,30
,Delitos contra la administración pública - Enriquecimiento ilícito de funcionarios y empleados,268 (3),Prisión,15d - 2a,30
125,Delitos contra la seguridad pública - Violación de leyes de policía sanitaria animal,206,Prisión,1m - 6m,20
146,Delitos contra la administración pública - Desobediencia a la autoridad,"241, 2do. párr.",Prisión,15d - 6m,20
148,Delitos contra la administración pública - Turbación de un acto legítimo de autoridad,"241, 1do. párr.",Prisión,15d - 6m,20
149,Delitos contra la administración pública - Violación de deberes procesales,243,Prisión,15d - 1m,20
267,Delitos contra la libertad - Violación de correspondencia por autor calificado,153,Prisión,15d - 6m,20
86,Delitos contra la libertad - Violación de secretos,153,Prisión e inhabilitación especial,15d - 6m,15
91,Delitos contra la libertad - Atentado a la libertad de prensa,161,Prisión,1m - 6m,15
,Delitos previstos por Leyes Especiales y Decretos Ley - Ley N° 26.388-Acceso indebido a sistemas informáticos,153,Prisión,15d - 6m,15
42,Delitos contra las personas (dolosos) - Agresión con toda arma,104,Prisión,15d - 6m,10
90,Delitos contra la libertad - Atentado a la libertad de reunión,160,Prisión,15d - 3m,10
46,Delitos contra las personas (dolosos) - Omisión de auxilio,108,Multa,Multa,1
47,Delitos contra el honor - Calumnias,109,Multa,Multa,1
49,Delitos contra el honor - Injurias,111,Multa,Multa,1
66,Delitos contra la integridad sexual - Exhibiciones obscenas,129,Multa,Multa,1
87,Delitos contra la libertad - Violación de secretos calificada (comunicación y publicación del contenido),155,Multa,Multa,1
123,"Delitos contra la seguridad pública - Propagación de una enfermedad peligrosa y contagiosa, culposa.",203,Multa,Multa,1
158,Delitos contra la administración pública - Uso ilegítimo de insignias,"247, 2do. párr.",Multa,Multa,1
169,Delitos contra la administración pública - Malversación de caudales públicos calificada,"260, segunda parte",Multa,Multa,1
171,Delitos contra la administración pública - Malversación de caudales públicos culposa,262,Multa,Multa,1
176,Delitos contra la administración pública - Prevaricato,269,Multa,Multa,1
251,Delitos contra el honor - Publicación o reproducción de injurias o calumnias,109,Multa,Multa,1
275,Delitos contra la libertad - Concurrencia desleal. Desvío ilegal de clientela.,159,Multa,Multa,1
313,Delitos contra la propiedad - Defraudaciones menores - Apropiación de cosa perdida o tesoro,art.175 inc. 1,Multa,Multa,1
314,Delitos contra la propiedad - Defraudaciones menores - Apropiación de cosa ajena habida por error o caso fortuito,art. 175 inc. 2 ,Multa,Multa,1
315,Delitos contra la propiedad - Defraudaciones menores - Apropiación de prenda,art. 175 inc. 3,Multa,Multa,1
316,Delitos contra la propiedad - Defraudaciones menores - Desnaturalización de cheque,art. 175 inc. 4,Multa,Multa,1
411,Delitos contra la administración pública - Falta de requisitos legales para la admisión al cargo público,253,Multa,Multa,1
452,Delitos contra el honor - Publicación o reproducción de injurias o calumnias - Insertar o proporcionar datos falsos en un archivo de datos personales por funcionario público,117 bis inc4,Inhabilitación,1a - 3a,1
541,Delitos contra la administración pública - Demora Injustificada de Pago,264,Inhabilitación ,1m - 6m,1
542,Delitos previstos por Leyes Especiales y Decretos Ley - Venta ilegal de autopartes,Ley No 25.761,Multa,Multa,1
623,Delitos previstos por Leyes Especiales y Decretos Ley - Ley N° 26.215 de financiamiento de los partidos políticos,-,Multa,Multa,1
631,Delitos previstos por Leyes Especiales y Decretos Ley - Ley 1.472: Código Contravencional de la Ciudad Autónoma de Buenos Aires,-,Multa,Multa,1
